image,class_id,species,breed_id
pomeranian_142,25,2,17
British_Shorthair_127,10,1,5
Russian_Blue_162,28,1,10
miniature_pinscher_24,22,2,15
boxer_51,9,2,5
British_Shorthair_58,10,1,5
german_shorthaired_121,15,2,9
wheaten_terrier_63,36,2,24
german_shorthaired_186,15,2,9
Siamese_128,33,1,11
wheaten_terrier_61,36,2,24
Bombay_45,8,1,4
British_Shorthair_182,10,1,5
pug_104,26,2,18
Persian_64,24,1,8
Maine_Coon_58,21,1,7
staffordshire_bull_terrier_184,35,2,23
staffordshire_bull_terrier_175,35,2,23
english_setter_137,14,2,8
yorkshire_terrier_31,37,2,25
Ragdoll_184,27,1,9
japanese_chin_14,18,2,12
great_pyrenees_55,16,2,10
leonberger_131,20,2,14
newfoundland_88,23,2,16
miniature_pinscher_183,22,2,15
beagle_9,5,2,4
Persian_206,24,1,8
chihuahua_107,11,2,6
Birman_107,7,1,3
german_shorthaired_136,15,2,9
pug_43,26,2,18
american_pit_bull_terrier_106,3,2,2
Russian_Blue_93,28,1,10
chihuahua_74,11,2,6
Abyssinian_201,1,1,1
Bengal_57,6,1,2
Egyptian_Mau_142,12,1,6
Egyptian_Mau_6,12,1,6
pomeranian_41,25,2,17
basset_hound_160,4,2,3
wheaten_terrier_140,36,2,24
shiba_inu_209,32,2,22
pug_27,26,2,18
Abyssinian_191,1,1,1
pomeranian_198,25,2,17
Siamese_204,33,1,11
staffordshire_bull_terrier_15,35,2,23
Russian_Blue_24,28,1,10
newfoundland_89,23,2,16
pug_177,26,2,18
german_shorthaired_129,15,2,9
american_bulldog_164,2,2,1
Persian_43,24,1,8
american_pit_bull_terrier_58,3,2,2
staffordshire_bull_terrier_39,35,2,23
boxer_111,9,2,5
keeshond_100,19,2,13
Birman_116,7,1,3
staffordshire_bull_terrier_71,35,2,23
miniature_pinscher_114,22,2,15
samoyed_58,30,2,20
chihuahua_32,11,2,6
Russian_Blue_175,28,1,10
samoyed_175,30,2,20
shiba_inu_160,32,2,22
leonberger_200,20,2,14
german_shorthaired_140,15,2,9
saint_bernard_105,29,2,19
pomeranian_37,25,2,17
yorkshire_terrier_36,37,2,25
german_shorthaired_44,15,2,9
miniature_pinscher_100,22,2,15
american_bulldog_118,2,2,1
British_Shorthair_188,10,1,5
leonberger_68,20,2,14
staffordshire_bull_terrier_145,35,2,23
Bengal_107,6,1,2
Persian_196,24,1,8
beagle_178,5,2,4
Maine_Coon_149,21,1,7
chihuahua_37,11,2,6
yorkshire_terrier_40,37,2,25
samoyed_67,30,2,20
german_shorthaired_85,15,2,9
yorkshire_terrier_109,37,2,25
japanese_chin_67,18,2,12
British_Shorthair_176,10,1,5
american_pit_bull_terrier_203,3,2,2
newfoundland_71,23,2,16
american_bulldog_5,2,2,1
newfoundland_195,23,2,16
staffordshire_bull_terrier_89,35,2,23
Sphynx_70,34,1,12
basset_hound_138,4,2,3
scottish_terrier_35,31,2,21
beagle_121,5,2,4
havanese_154,17,2,11
samoyed_145,30,2,20
scottish_terrier_136,31,2,21
Bombay_23,8,1,4
havanese_35,17,2,11
leonberger_15,20,2,14
Sphynx_103,34,1,12
miniature_pinscher_70,22,2,15
american_bulldog_107,2,2,1
Bengal_146,6,1,2
havanese_19,17,2,11
Sphynx_49,34,1,12
german_shorthaired_79,15,2,9
Siamese_72,33,1,11
British_Shorthair_159,10,1,5
Egyptian_Mau_204,12,1,6
Siamese_122,33,1,11
yorkshire_terrier_173,37,2,25
Abyssinian_172,1,1,1
leonberger_69,20,2,14
Egyptian_Mau_82,12,1,6
scottish_terrier_56,31,2,21
newfoundland_172,23,2,16
Maine_Coon_171,21,1,7
Ragdoll_161,27,1,9
english_setter_46,14,2,8
pug_44,26,2,18
boxer_192,9,2,5
Abyssinian_36,1,1,1
newfoundland_181,23,2,16
chihuahua_105,11,2,6
american_bulldog_19,2,2,1
havanese_143,17,2,11
miniature_pinscher_110,22,2,15
miniature_pinscher_196,22,2,15
Bombay_202,8,1,4
english_cocker_spaniel_14,13,2,7
miniature_pinscher_68,22,2,15
yorkshire_terrier_137,37,2,25
american_pit_bull_terrier_21,3,2,2
Maine_Coon_104,21,1,7
Bengal_4,6,1,2
boxer_48,9,2,5
japanese_chin_113,18,2,12
keeshond_40,19,2,13
yorkshire_terrier_83,37,2,25
german_shorthaired_70,15,2,9
newfoundland_46,23,2,16
Russian_Blue_165,28,1,10
great_pyrenees_194,16,2,10
Siamese_96,33,1,11
yorkshire_terrier_103,37,2,25
english_cocker_spaniel_200,13,2,7
miniature_pinscher_81,22,2,15
pomeranian_109,25,2,17
leonberger_182,20,2,14
British_Shorthair_160,10,1,5
great_pyrenees_21,16,2,10
beagle_62,5,2,4
Siamese_196,33,1,11
basset_hound_186,4,2,3
english_setter_192,14,2,8
english_setter_162,14,2,8
Persian_63,24,1,8
Persian_20,24,1,8
saint_bernard_102,29,2,19
miniature_pinscher_102,22,2,15
scottish_terrier_174,31,2,21
miniature_pinscher_197,22,2,15
shiba_inu_9,32,2,22
Egyptian_Mau_42,12,1,6
shiba_inu_15,32,2,22
Bengal_13,6,1,2
yorkshire_terrier_145,37,2,25
chihuahua_36,11,2,6
havanese_71,17,2,11
Sphynx_31,34,1,12
english_cocker_spaniel_139,13,2,7
Ragdoll_262,27,1,9
english_cocker_spaniel_74,13,2,7
english_setter_75,14,2,8
Ragdoll_177,27,1,9
leonberger_162,20,2,14
Bengal_201,6,1,2
basset_hound_147,4,2,3
english_setter_170,14,2,8
german_shorthaired_40,15,2,9
newfoundland_19,23,2,16
British_Shorthair_155,10,1,5
Birman_86,7,1,3
great_pyrenees_110,16,2,10
boxer_127,9,2,5
Russian_Blue_202,28,1,10
beagle_25,5,2,4
beagle_3,5,2,4
english_cocker_spaniel_149,13,2,7
miniature_pinscher_33,22,2,15
german_shorthaired_13,15,2,9
great_pyrenees_150,16,2,10
Siamese_172,33,1,11
chihuahua_63,11,2,6
havanese_63,17,2,11
leonberger_71,20,2,14
staffordshire_bull_terrier_53,35,2,23
japanese_chin_59,18,2,12
leonberger_7,20,2,14
newfoundland_200,23,2,16
Bombay_138,8,1,4
boxer_188,9,2,5
keeshond_76,19,2,13
german_shorthaired_93,15,2,9
staffordshire_bull_terrier_131,35,2,23
saint_bernard_123,29,2,19
american_bulldog_221,2,2,1
havanese_109,17,2,11
Russian_Blue_97,28,1,10
leonberger_113,20,2,14
samoyed_142,30,2,20
Abyssinian_55,1,1,1
pug_202,26,2,18
boxer_143,9,2,5
Ragdoll_188,27,1,9
Bombay_16,8,1,4
Ragdoll_125,27,1,9
Egyptian_Mau_174,12,1,6
Maine_Coon_3,21,1,7
Ragdoll_178,27,1,9
leonberger_37,20,2,14
Bombay_123,8,1,4
great_pyrenees_191,16,2,10
keeshond_164,19,2,13
english_cocker_spaniel_167,13,2,7
Abyssinian_74,1,1,1
wheaten_terrier_55,36,2,24
Maine_Coon_8,21,1,7
beagle_134,5,2,4
keeshond_185,19,2,13
japanese_chin_57,18,2,12
basset_hound_155,4,2,3
miniature_pinscher_20,22,2,15
havanese_200,17,2,11
great_pyrenees_53,16,2,10
shiba_inu_176,32,2,22
Abyssinian_87,1,1,1
pug_198,26,2,18
english_cocker_spaniel_37,13,2,7
scottish_terrier_89,31,2,21
american_bulldog_42,2,2,1
British_Shorthair_120,10,1,5
samoyed_77,30,2,20
miniature_pinscher_173,22,2,15
shiba_inu_198,32,2,22
Persian_37,24,1,8
shiba_inu_199,32,2,22
american_bulldog_102,2,2,1
yorkshire_terrier_146,37,2,25
pug_185,26,2,18
staffordshire_bull_terrier_93,35,2,23
american_pit_bull_terrier_5,3,2,2
japanese_chin_52,18,2,12
Birman_102,7,1,3
newfoundland_26,23,2,16
Bengal_95,6,1,2
shiba_inu_204,32,2,22
Russian_Blue_89,28,1,10
american_pit_bull_terrier_57,3,2,2
miniature_pinscher_199,22,2,15
British_Shorthair_36,10,1,5
pomeranian_133,25,2,17
wheaten_terrier_54,36,2,24
chihuahua_101,11,2,6
great_pyrenees_83,16,2,10
beagle_175,5,2,4
Siamese_76,33,1,11
shiba_inu_37,32,2,22
great_pyrenees_39,16,2,10
yorkshire_terrier_64,37,2,25
Abyssinian_118,1,1,1
chihuahua_60,11,2,6
scottish_terrier_24,31,2,21
boxer_47,9,2,5
boxer_116,9,2,5
chihuahua_56,11,2,6
english_cocker_spaniel_16,13,2,7
staffordshire_bull_terrier_74,35,2,23
wheaten_terrier_17,36,2,24
english_setter_84,14,2,8
staffordshire_bull_terrier_32,35,2,23
boxer_177,9,2,5
Bombay_214,8,1,4
beagle_63,5,2,4
keeshond_97,19,2,13
scottish_terrier_159,31,2,21
great_pyrenees_153,16,2,10
saint_bernard_135,29,2,19
Birman_15,7,1,3
Abyssinian_69,1,1,1
Ragdoll_31,27,1,9
wheaten_terrier_156,36,2,24
boxer_144,9,2,5
Bengal_196,6,1,2
Ragdoll_7,27,1,9
saint_bernard_73,29,2,19
basset_hound_198,4,2,3
Sphynx_151,34,1,12
Egyptian_Mau_60,12,1,6
miniature_pinscher_123,22,2,15
shiba_inu_200,32,2,22
Persian_188,24,1,8
beagle_168,5,2,4
basset_hound_163,4,2,3
beagle_5,5,2,4
english_setter_86,14,2,8
yorkshire_terrier_29,37,2,25
pomeranian_76,25,2,17
wheaten_terrier_164,36,2,24
Egyptian_Mau_140,12,1,6
japanese_chin_6,18,2,12
basset_hound_85,4,2,3
staffordshire_bull_terrier_130,35,2,23
Persian_13,24,1,8
Siamese_186,33,1,11
Abyssinian_111,1,1,1
english_cocker_spaniel_185,13,2,7
keeshond_39,19,2,13
havanese_91,17,2,11
Ragdoll_81,27,1,9
Maine_Coon_182,21,1,7
Abyssinian_182,1,1,1
pug_29,26,2,18
Sphynx_61,34,1,12
wheaten_terrier_183,36,2,24
american_bulldog_137,2,2,1
great_pyrenees_109,16,2,10
english_setter_128,14,2,8
shiba_inu_10,32,2,22
english_setter_119,14,2,8
shiba_inu_196,32,2,22
samoyed_72,30,2,20
miniature_pinscher_26,22,2,15
samoyed_164,30,2,20
boxer_128,9,2,5
Maine_Coon_35,21,1,7
saint_bernard_33,29,2,19
saint_bernard_64,29,2,19
basset_hound_11,4,2,3
Birman_4,7,1,3
chihuahua_72,11,2,6
Persian_159,24,1,8
scottish_terrier_16,31,2,21
Siamese_257,33,1,11
shiba_inu_124,32,2,22
english_setter_43,14,2,8
american_pit_bull_terrier_111,3,2,2
Ragdoll_185,27,1,9
yorkshire_terrier_158,37,2,25
american_bulldog_110,2,2,1
boxer_14,9,2,5
staffordshire_bull_terrier_90,35,2,23
japanese_chin_171,18,2,12
basset_hound_151,4,2,3
Egyptian_Mau_109,12,1,6
basset_hound_139,4,2,3
scottish_terrier_170,31,2,21
basset_hound_176,4,2,3
keeshond_81,19,2,13
great_pyrenees_108,16,2,10
pomeranian_186,25,2,17
havanese_73,17,2,11
samoyed_69,30,2,20
newfoundland_94,23,2,16
beagle_141,5,2,4
Sphynx_159,34,1,12
english_cocker_spaniel_148,13,2,7
Siamese_83,33,1,11
Maine_Coon_231,21,1,7
german_shorthaired_17,15,2,9
newfoundland_174,23,2,16
newfoundland_193,23,2,16
staffordshire_bull_terrier_166,35,2,23
Bengal_61,6,1,2
japanese_chin_180,18,2,12
havanese_64,17,2,11
boxer_75,9,2,5
British_Shorthair_121,10,1,5
Abyssinian_213,1,1,1
Egyptian_Mau_116,12,1,6
Persian_47,24,1,8
scottish_terrier_64,31,2,21
german_shorthaired_182,15,2,9
boxer_120,9,2,5
Russian_Blue_73,28,1,10
pomeranian_64,25,2,17
Sphynx_235,34,1,12
Persian_265,24,1,8
boxer_76,9,2,5
pug_57,26,2,18
yorkshire_terrier_144,37,2,25
shiba_inu_153,32,2,22
Ragdoll_91,27,1,9
beagle_182,5,2,4
pug_67,26,2,18
english_setter_19,14,2,8
Persian_125,24,1,8
Birman_186,7,1,3
Egyptian_Mau_219,12,1,6
great_pyrenees_155,16,2,10
keeshond_136,19,2,13
samoyed_89,30,2,20
havanese_21,17,2,11
german_shorthaired_198,15,2,9
Abyssinian_54,1,1,1
boxer_49,9,2,5
wheaten_terrier_128,36,2,24
american_pit_bull_terrier_38,3,2,2
Bengal_48,6,1,2
japanese_chin_84,18,2,12
samoyed_128,30,2,20
Egyptian_Mau_43,12,1,6
yorkshire_terrier_179,37,2,25
saint_bernard_2,29,2,19
english_setter_113,14,2,8
Sphynx_8,34,1,12
german_shorthaired_146,15,2,9
keeshond_98,19,2,13
Abyssinian_123,1,1,1
Siamese_69,33,1,11
pomeranian_97,25,2,17
Bombay_121,8,1,4
Russian_Blue_101,28,1,10
newfoundland_140,23,2,16
yorkshire_terrier_160,37,2,25
japanese_chin_152,18,2,12
chihuahua_84,11,2,6
pomeranian_106,25,2,17
keeshond_24,19,2,13
Birman_1,7,1,3
Ragdoll_103,27,1,9
miniature_pinscher_8,22,2,15
basset_hound_164,4,2,3
Sphynx_58,34,1,12
german_shorthaired_111,15,2,9
Sphynx_29,34,1,12
miniature_pinscher_146,22,2,15
British_Shorthair_72,10,1,5
chihuahua_28,11,2,6
samoyed_135,30,2,20
yorkshire_terrier_153,37,2,25
Sphynx_206,34,1,12
Abyssinian_132,1,1,1
Abyssinian_84,1,1,1
leonberger_117,20,2,14
american_pit_bull_terrier_136,3,2,2
Persian_94,24,1,8
beagle_183,5,2,4
Maine_Coon_169,21,1,7
Egyptian_Mau_131,12,1,6
english_setter_166,14,2,8
great_pyrenees_101,16,2,10
Birman_161,7,1,3
Russian_Blue_209,28,1,10
Abyssinian_52,1,1,1
chihuahua_42,11,2,6
english_setter_20,14,2,8
wheaten_terrier_93,36,2,24
Abyssinian_4,1,1,1
japanese_chin_185,18,2,12
Egyptian_Mau_130,12,1,6
english_setter_24,14,2,8
Abyssinian_19,1,1,1
basset_hound_182,4,2,3
beagle_101,5,2,4
pug_163,26,2,18
chihuahua_164,11,2,6
boxer_178,9,2,5
scottish_terrier_8,31,2,21
Bombay_110,8,1,4
boxer_146,9,2,5
Siamese_250,33,1,11
pug_162,26,2,18
saint_bernard_113,29,2,19
keeshond_79,19,2,13
great_pyrenees_111,16,2,10
shiba_inu_103,32,2,22
scottish_terrier_133,31,2,21
chihuahua_196,11,2,6
Siamese_151,33,1,11
Persian_80,24,1,8
samoyed_93,30,2,20
boxer_102,9,2,5
japanese_chin_188,18,2,12
shiba_inu_145,32,2,22
Persian_176,24,1,8
japanese_chin_120,18,2,12
pomeranian_160,25,2,17
Sphynx_27,34,1,12
Bengal_130,6,1,2
staffordshire_bull_terrier_119,35,2,23
american_bulldog_115,2,2,1
great_pyrenees_26,16,2,10
staffordshire_bull_terrier_135,35,2,23
miniature_pinscher_89,22,2,15
boxer_53,9,2,5
Abyssinian_217,1,1,1
Birman_24,7,1,3
Birman_30,7,1,3
Maine_Coon_95,21,1,7
Egyptian_Mau_51,12,1,6
keeshond_132,19,2,13
chihuahua_140,11,2,6
Ragdoll_210,27,1,9
Egyptian_Mau_100,12,1,6
samoyed_182,30,2,20
basset_hound_118,4,2,3
chihuahua_190,11,2,6
Russian_Blue_153,28,1,10
german_shorthaired_128,15,2,9
saint_bernard_108,29,2,19
pomeranian_24,25,2,17
american_pit_bull_terrier_105,3,2,2
english_cocker_spaniel_17,13,2,7
Sphynx_196,34,1,12
basset_hound_126,4,2,3
beagle_85,5,2,4
leonberger_101,20,2,14
Egyptian_Mau_76,12,1,6
Birman_62,7,1,3
Persian_118,24,1,8
english_cocker_spaniel_128,13,2,7
shiba_inu_13,32,2,22
Persian_31,24,1,8
Persian_9,24,1,8
scottish_terrier_96,31,2,21
Bombay_88,8,1,4
staffordshire_bull_terrier_8,35,2,23
wheaten_terrier_114,36,2,24
american_pit_bull_terrier_127,3,2,2
Russian_Blue_109,28,1,10
chihuahua_12,11,2,6
Siamese_205,33,1,11
american_pit_bull_terrier_23,3,2,2
scottish_terrier_32,31,2,21
shiba_inu_158,32,2,22
miniature_pinscher_179,22,2,15
beagle_200,5,2,4
keeshond_155,19,2,13
pug_97,26,2,18
basset_hound_77,4,2,3
Bengal_143,6,1,2
Russian_Blue_116,28,1,10
Persian_160,24,1,8
Bombay_40,8,1,4
scottish_terrier_85,31,2,21
havanese_125,17,2,11
scottish_terrier_50,31,2,21
japanese_chin_143,18,2,12
keeshond_20,19,2,13
chihuahua_70,11,2,6
wheaten_terrier_104,36,2,24
leonberger_112,20,2,14
yorkshire_terrier_131,37,2,25
Birman_129,7,1,3
english_cocker_spaniel_36,13,2,7
pomeranian_195,25,2,17
Maine_Coon_83,21,1,7
keeshond_34,19,2,13
yorkshire_terrier_192,37,2,25
Maine_Coon_267,21,1,7
havanese_1,17,2,11
leonberger_14,20,2,14
Persian_116,24,1,8
Abyssinian_105,1,1,1
pomeranian_77,25,2,17
american_bulldog_182,2,2,1
Sphynx_45,34,1,12
newfoundland_108,23,2,16
Egyptian_Mau_185,12,1,6
Egyptian_Mau_221,12,1,6
american_bulldog_113,2,2,1
saint_bernard_79,29,2,19
american_pit_bull_terrier_2,3,2,2
german_shorthaired_21,15,2,9
Russian_Blue_125,28,1,10
staffordshire_bull_terrier_7,35,2,23
english_cocker_spaniel_96,13,2,7
boxer_74,9,2,5
basset_hound_61,4,2,3
english_setter_14,14,2,8
newfoundland_56,23,2,16
american_bulldog_81,2,2,1
great_pyrenees_165,16,2,10
Abyssinian_138,1,1,1
yorkshire_terrier_141,37,2,25
english_cocker_spaniel_120,13,2,7
Russian_Blue_8,28,1,10
miniature_pinscher_29,22,2,15
saint_bernard_99,29,2,19
Sphynx_72,34,1,12
Sphynx_77,34,1,12
Persian_65,24,1,8
boxer_83,9,2,5
Persian_180,24,1,8
wheaten_terrier_18,36,2,24
english_cocker_spaniel_173,13,2,7
Siamese_194,33,1,11
Abyssinian_125,1,1,1
english_setter_58,14,2,8
german_shorthaired_150,15,2,9
havanese_194,17,2,11
american_bulldog_46,2,2,1
pomeranian_144,25,2,17
yorkshire_terrier_135,37,2,25
wheaten_terrier_60,36,2,24
staffordshire_bull_terrier_19,35,2,23
Persian_69,24,1,8
leonberger_31,20,2,14
Russian_Blue_38,28,1,10
wheaten_terrier_170,36,2,24
Bengal_117,6,1,2
Bombay_152,8,1,4
american_pit_bull_terrier_192,3,2,2
scottish_terrier_144,31,2,21
wheaten_terrier_169,36,2,24
pomeranian_101,25,2,17
Maine_Coon_106,21,1,7
english_setter_91,14,2,8
pomeranian_156,25,2,17
german_shorthaired_112,15,2,9
american_pit_bull_terrier_46,3,2,2
Russian_Blue_150,28,1,10
keeshond_91,19,2,13
Sphynx_92,34,1,12
leonberger_188,20,2,14
english_cocker_spaniel_59,13,2,7
english_cocker_spaniel_79,13,2,7
american_pit_bull_terrier_182,3,2,2
Siamese_50,33,1,11
saint_bernard_149,29,2,19
english_cocker_spaniel_193,13,2,7
Siamese_102,33,1,11
British_Shorthair_18,10,1,5
newfoundland_11,23,2,16
British_Shorthair_151,10,1,5
english_cocker_spaniel_150,13,2,7
Ragdoll_53,27,1,9
Egyptian_Mau_195,12,1,6
english_cocker_spaniel_38,13,2,7
pug_60,26,2,18
samoyed_102,30,2,20
boxer_97,9,2,5
basset_hound_8,4,2,3
Maine_Coon_186,21,1,7
shiba_inu_147,32,2,22
Siamese_206,33,1,11
scottish_terrier_119,31,2,21
shiba_inu_157,32,2,22
boxer_92,9,2,5
leonberger_80,20,2,14
Sphynx_174,34,1,12
saint_bernard_150,29,2,19
Bengal_174,6,1,2
wheaten_terrier_27,36,2,24
yorkshire_terrier_165,37,2,25
Sphynx_176,34,1,12
shiba_inu_48,32,2,22
Bombay_120,8,1,4
japanese_chin_114,18,2,12
Russian_Blue_59,28,1,10
wheaten_terrier_163,36,2,24
staffordshire_bull_terrier_68,35,2,23
Sphynx_237,34,1,12
British_Shorthair_55,10,1,5
Birman_100,7,1,3
Persian_66,24,1,8
pomeranian_141,25,2,17
basset_hound_7,4,2,3
staffordshire_bull_terrier_6,35,2,23
Persian_181,24,1,8
pomeranian_7,25,2,17
British_Shorthair_169,10,1,5
Maine_Coon_27,21,1,7
english_cocker_spaniel_118,13,2,7
pomeranian_49,25,2,17
Bengal_40,6,1,2
staffordshire_bull_terrier_127,35,2,23
staffordshire_bull_terrier_150,35,2,23
havanese_70,17,2,11
Persian_51,24,1,8
British_Shorthair_230,10,1,5
english_setter_12,14,2,8
Birman_127,7,1,3
saint_bernard_151,29,2,19
english_cocker_spaniel_15,13,2,7
Ragdoll_130,27,1,9
scottish_terrier_187,31,2,21
scottish_terrier_197,31,2,21
Siamese_167,33,1,11
Persian_101,24,1,8
miniature_pinscher_191,22,2,15
pomeranian_114,25,2,17
Birman_140,7,1,3
basset_hound_80,4,2,3
american_bulldog_27,2,2,1
pomeranian_8,25,2,17
shiba_inu_185,32,2,22
miniature_pinscher_177,22,2,15
Abyssinian_6,1,1,1
pug_49,26,2,18
basset_hound_42,4,2,3
Russian_Blue_201,28,1,10
Bengal_94,6,1,2
american_pit_bull_terrier_202,3,2,2
British_Shorthair_117,10,1,5
Bombay_118,8,1,4
american_pit_bull_terrier_171,3,2,2
keeshond_12,19,2,13
saint_bernard_190,29,2,19
Bengal_125,6,1,2
Maine_Coon_157,21,1,7
Persian_79,24,1,8
Ragdoll_159,27,1,9
american_bulldog_168,2,2,1
staffordshire_bull_terrier_73,35,2,23
english_setter_126,14,2,8
shiba_inu_120,32,2,22
beagle_12,5,2,4
Persian_82,24,1,8
english_setter_185,14,2,8
samoyed_15,30,2,20
english_setter_74,14,2,8
american_pit_bull_terrier_147,3,2,2
japanese_chin_36,18,2,12
British_Shorthair_108,10,1,5
great_pyrenees_89,16,2,10
german_shorthaired_109,15,2,9
japanese_chin_26,18,2,12
Abyssinian_180,1,1,1
staffordshire_bull_terrier_165,35,2,23
yorkshire_terrier_72,37,2,25
pomeranian_58,25,2,17
scottish_terrier_59,31,2,21
beagle_8,5,2,4
american_bulldog_64,2,2,1
Egyptian_Mau_173,12,1,6
boxer_158,9,2,5
Russian_Blue_80,28,1,10
basset_hound_179,4,2,3
chihuahua_109,11,2,6
german_shorthaired_60,15,2,9
english_setter_177,14,2,8
american_pit_bull_terrier_24,3,2,2
Abyssinian_181,1,1,1
pug_151,26,2,18
pomeranian_123,25,2,17
Maine_Coon_2,21,1,7
Persian_147,24,1,8
newfoundland_86,23,2,16
english_cocker_spaniel_140,13,2,7
wheaten_terrier_135,36,2,24
Sphynx_115,34,1,12
english_setter_29,14,2,8
english_cocker_spaniel_113,13,2,7
miniature_pinscher_194,22,2,15
newfoundland_117,23,2,16
Sphynx_241,34,1,12
samoyed_125,30,2,20
samoyed_40,30,2,20
miniature_pinscher_65,22,2,15
Persian_38,24,1,8
yorkshire_terrier_77,37,2,25
Russian_Blue_170,28,1,10
Maine_Coon_102,21,1,7
shiba_inu_30,32,2,22
Russian_Blue_119,28,1,10
Birman_124,7,1,3
Maine_Coon_19,21,1,7
yorkshire_terrier_23,37,2,25
english_cocker_spaniel_182,13,2,7
Russian_Blue_60,28,1,10
yorkshire_terrier_37,37,2,25
scottish_terrier_84,31,2,21
chihuahua_4,11,2,6
British_Shorthair_196,10,1,5
keeshond_169,19,2,13
shiba_inu_82,32,2,22
saint_bernard_38,29,2,19
yorkshire_terrier_132,37,2,25
samoyed_161,30,2,20
havanese_113,17,2,11
Abyssinian_221,1,1,1
leonberger_17,20,2,14
wheaten_terrier_129,36,2,24
wheaten_terrier_24,36,2,24
chihuahua_148,11,2,6
chihuahua_187,11,2,6
Bombay_164,8,1,4
Bengal_163,6,1,2
Bengal_80,6,1,2
saint_bernard_98,29,2,19
Russian_Blue_107,28,1,10
boxer_185,9,2,5
japanese_chin_112,18,2,12
Bengal_71,6,1,2
yorkshire_terrier_20,37,2,25
Sphynx_14,34,1,12
yorkshire_terrier_67,37,2,25
Maine_Coon_272,21,1,7
great_pyrenees_85,16,2,10
Siamese_133,33,1,11
yorkshire_terrier_134,37,2,25
Birman_94,7,1,3
keeshond_175,19,2,13
staffordshire_bull_terrier_151,35,2,23
basset_hound_180,4,2,3
english_cocker_spaniel_10,13,2,7
japanese_chin_108,18,2,12
great_pyrenees_33,16,2,10
British_Shorthair_60,10,1,5
Abyssinian_21,1,1,1
boxer_21,9,2,5
staffordshire_bull_terrier_174,35,2,23
Sphynx_127,34,1,12
staffordshire_bull_terrier_13,35,2,23
basset_hound_122,4,2,3
boxer_95,9,2,5
Birman_157,7,1,3
boxer_85,9,2,5
chihuahua_129,11,2,6
pug_133,26,2,18
american_bulldog_167,2,2,1
Ragdoll_121,27,1,9
chihuahua_27,11,2,6
american_pit_bull_terrier_163,3,2,2
samoyed_190,30,2,20
japanese_chin_29,18,2,12
Russian_Blue_192,28,1,10
samoyed_148,30,2,20
american_bulldog_186,2,2,1
Ragdoll_54,27,1,9
american_pit_bull_terrier_14,3,2,2
Bengal_184,6,1,2
english_setter_146,14,2,8
pug_193,26,2,18
american_pit_bull_terrier_65,3,2,2
leonberger_141,20,2,14
staffordshire_bull_terrier_159,35,2,23
pug_108,26,2,18
British_Shorthair_273,10,1,5
Maine_Coon_47,21,1,7
boxer_104,9,2,5
leonberger_88,20,2,14
havanese_92,17,2,11
Abyssinian_228,1,1,1
British_Shorthair_21,10,1,5
Russian_Blue_34,28,1,10
Maine_Coon_203,21,1,7
shiba_inu_111,32,2,22
american_bulldog_147,2,2,1
Sphynx_102,34,1,12
Egyptian_Mau_48,12,1,6
staffordshire_bull_terrier_40,35,2,23
german_shorthaired_62,15,2,9
chihuahua_90,11,2,6
Ragdoll_234,27,1,9
Ragdoll_183,27,1,9
Persian_272,24,1,8
japanese_chin_122,18,2,12
chihuahua_118,11,2,6
scottish_terrier_151,31,2,21
american_bulldog_211,2,2,1
British_Shorthair_41,10,1,5
english_cocker_spaniel_97,13,2,7
beagle_100,5,2,4
american_pit_bull_terrier_96,3,2,2
pug_124,26,2,18
Siamese_29,33,1,11
german_shorthaired_148,15,2,9
beagle_21,5,2,4
english_cocker_spaniel_108,13,2,7
beagle_148,5,2,4
saint_bernard_65,29,2,19
wheaten_terrier_194,36,2,24
shiba_inu_91,32,2,22
Birman_155,7,1,3
Sphynx_57,34,1,12
german_shorthaired_32,15,2,9
keeshond_36,19,2,13
havanese_114,17,2,11
wheaten_terrier_20,36,2,24
boxer_9,9,2,5
Abyssinian_192,1,1,1
great_pyrenees_196,16,2,10
shiba_inu_44,32,2,22
Ragdoll_71,27,1,9
german_shorthaired_192,15,2,9
shiba_inu_95,32,2,22
great_pyrenees_156,16,2,10
chihuahua_124,11,2,6
staffordshire_bull_terrier_3,35,2,23
japanese_chin_51,18,2,12
Ragdoll_192,27,1,9
wheaten_terrier_152,36,2,24
great_pyrenees_171,16,2,10
Ragdoll_104,27,1,9
Egyptian_Mau_75,12,1,6
Bengal_106,6,1,2
Bengal_7,6,1,2
British_Shorthair_148,10,1,5
leonberger_99,20,2,14
chihuahua_200,11,2,6
saint_bernard_174,29,2,19
Abyssinian_25,1,1,1
keeshond_200,19,2,13
scottish_terrier_15,31,2,21
Sphynx_200,34,1,12
english_cocker_spaniel_6,13,2,7
Persian_8,24,1,8
wheaten_terrier_158,36,2,24
staffordshire_bull_terrier_170,35,2,23
boxer_138,9,2,5
leonberger_2,20,2,14
Sphynx_30,34,1,12
newfoundland_122,23,2,16
leonberger_183,20,2,14
boxer_88,9,2,5
havanese_189,17,2,11
american_bulldog_24,2,2,1
newfoundland_78,23,2,16
Abyssinian_164,1,1,1
newfoundland_110,23,2,16
english_setter_143,14,2,8
great_pyrenees_23,16,2,10
pomeranian_102,25,2,17
english_setter_90,14,2,8
Abyssinian_224,1,1,1
beagle_97,5,2,4
english_setter_179,14,2,8
British_Shorthair_265,10,1,5
Persian_49,24,1,8
Bombay_215,8,1,4
